"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Switzerland","2021","Total","Both Sexes","Lausanne","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2022","438438","185"
"Switzerland","2021","Total","Both Sexes","Lugano","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","62123","185"
"Switzerland","2021","Total","Both Sexes","Lugano","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2022","150796","185"
"Switzerland","2021","Total","Both Sexes","Luzern","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","82922","185"
"Switzerland","2021","Total","Both Sexes","Luzern","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2022","237392","185"
"Switzerland","2021","Total","Both Sexes","Olten-Zofingen","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","30678","185"
"Switzerland","2021","Total","Both Sexes","Olten-Zofingen","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2022","104994","185"
"Switzerland","2021","Total","Both Sexes","St. Gallen","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","76328","185"
"Switzerland","2021","Total","Both Sexes","St. Gallen","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2022","168493","185"
"Switzerland","2021","Total","Both Sexes","Winterthur","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","115129","185"
"Switzerland","2021","Total","Both Sexes","Winterthur","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2022","147482","185"
"Switzerland","2021","Total","Both Sexes","Zug","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","31345","185"
"Switzerland","2021","Total","Both Sexes","Zug","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2022","135434","185"
"Switzerland","2021","Total","Both Sexes","Zürich","City proper","Census - de jure - complete tabulation","Final figure, complete","2022","423193","185"
"Switzerland","2021","Total","Both Sexes","Zürich","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2022","1424666","185"
"Switzerland","2020","Total","Both Sexes","Baden-Brugg","City proper","Estimate - de jure","Final figure, complete","2021","32359",""
"Switzerland","2020","Total","Both Sexes","Baden-Brugg","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","114155","186"
"Switzerland","2020","Total","Both Sexes","Bâle","City proper","Estimate - de jure","Final figure, complete","2021","173863",""
"Switzerland","2020","Total","Both Sexes","Bâle","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","555526","186"
"Switzerland","2020","Total","Both Sexes","BERNE","City proper","Estimate - de jure","Final figure, complete","2021","134794",""
"Switzerland","2020","Total","Both Sexes","BERNE","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","424161","186"
"Switzerland","2020","Total","Both Sexes","Biel/Bienne","City proper","Estimate - de jure","Final figure, complete","2021","55206",""
"Switzerland","2020","Total","Both Sexes","Biel/Bienne","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","108042","186"
"Switzerland","2020","Total","Both Sexes","Fribourg","City proper","Estimate - de jure","Final figure, complete","2021","38039",""
"Switzerland","2020","Total","Both Sexes","Fribourg","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","110731","186"
"Switzerland","2020","Total","Both Sexes","Genève","City proper","Estimate - de jure","Final figure, complete","2021","203856",""
"Switzerland","2020","Total","Both Sexes","Genève","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","606748","186"
"Switzerland","2020","Total","Both Sexes","Lausanne","City proper","Estimate - de jure","Final figure, complete","2021","140202",""
"Switzerland","2020","Total","Both Sexes","Lausanne","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","433676","186"
"Switzerland","2020","Total","Both Sexes","Lugano","City proper","Estimate - de jure","Final figure, complete","2021","62315",""
"Switzerland","2020","Total","Both Sexes","Lugano","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","150105","186"
"Switzerland","2020","Total","Both Sexes","Luzern","City proper","Estimate - de jure","Final figure, complete","2021","82620",""
"Switzerland","2020","Total","Both Sexes","Luzern","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","235224","186"
"Switzerland","2020","Total","Both Sexes","Olten-Zofingen","City proper","Estimate - de jure","Final figure, complete","2021","30600",""
"Switzerland","2020","Total","Both Sexes","Olten-Zofingen","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","103924","186"
"Switzerland","2020","Total","Both Sexes","St. Gallen","City proper","Estimate - de jure","Final figure, complete","2021","76213",""
"Switzerland","2020","Total","Both Sexes","St. Gallen","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","167968","186"
"Switzerland","2020","Total","Both Sexes","Winterthur","City proper","Estimate - de jure","Final figure, complete","2021","114220",""
"Switzerland","2020","Total","Both Sexes","Winterthur","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","146221","186"
"Switzerland","2020","Total","Both Sexes","Zug","City proper","Estimate - de jure","Final figure, complete","2021","30934",""
"Switzerland","2020","Total","Both Sexes","Zug","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","134184","186"
"Switzerland","2020","Total","Both Sexes","Zürich","City proper","Estimate - de jure","Final figure, complete","2021","421878",""
"Switzerland","2020","Total","Both Sexes","Zürich","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","1414771","186"
"Switzerland","2019","Total","Both Sexes","Baden-Brugg","City proper","Estimate - de jure","Final figure, complete","2020","30776",""
"Switzerland","2019","Total","Both Sexes","Baden-Brugg","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","112040","186"
"Switzerland","2019","Total","Both Sexes","Bâle","City proper","Estimate - de jure","Final figure, complete","2020","173232",""
"Switzerland","2019","Total","Both Sexes","Bâle","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","552863","186"
"Switzerland","2019","Total","Both Sexes","BERNE","City proper","Estimate - de jure","Final figure, complete","2020","134591",""
"Switzerland","2019","Total","Both Sexes","BERNE","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","422129","186"
"Switzerland","2019","Total","Both Sexes","Biel/Bienne","City proper","Estimate - de jure","Final figure, complete","2020","55602",""
"Switzerland","2019","Total","Both Sexes","Biel/Bienne","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","107754","186"
"Switzerland","2019","Total","Both Sexes","Fribourg","City proper","Estimate - de jure","Final figure, complete","2020","38197",""
"Switzerland","2019","Total","Both Sexes","Fribourg","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","109544","186"
"Switzerland","2019","Total","Both Sexes","Genève","City proper","Estimate - de jure","Final figure, complete","2020","203951",""
"Switzerland","2019","Total","Both Sexes","Genève","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","603204","186"
"Switzerland","2019","Total","Both Sexes","Lausanne","City proper","Estimate - de jure","Final figure, complete","2020","139408",""
"Switzerland","2019","Total","Both Sexes","Lausanne","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","427850","186"
"Switzerland","2019","Total","Both Sexes","Lugano","City proper","Estimate - de jure","Final figure, complete","2020","62615",""
"Switzerland","2019","Total","Both Sexes","Lugano","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","150175","186"
"Switzerland","2019","Total","Both Sexes","Luzern","City proper","Estimate - de jure","Final figure, complete","2020","82257",""
"Switzerland","2019","Total","Both Sexes","Luzern","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","233491","186"
"Switzerland","2019","Total","Both Sexes","Olten-Zofingen","City proper","Estimate - de jure","Final figure, complete","2020","30260",""
"Switzerland","2019","Total","Both Sexes","Olten-Zofingen","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","102640","186"
"Switzerland","2019","Total","Both Sexes","St. Gallen","City proper","Estimate - de jure","Final figure, complete","2020","76090",""
"Switzerland","2019","Total","Both Sexes","St. Gallen","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","167643","186"
"Switzerland","2019","Total","Both Sexes","Winterthur","City proper","Estimate - de jure","Final figure, complete","2020","113173",""
"Switzerland","2019","Total","Both Sexes","Winterthur","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","145052","186"
"Switzerland","2019","Total","Both Sexes","Zug","City proper","Estimate - de jure","Final figure, complete","2020","30618",""
"Switzerland","2019","Total","Both Sexes","Zug","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","133013","186"
"Switzerland","2019","Total","Both Sexes","Zürich","City proper","Estimate - de jure","Final figure, complete","2020","420217",""
"Switzerland","2019","Total","Both Sexes","Zürich","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","1401783","186"
"Switzerland","2018","Total","Both Sexes","Baden-Brugg","City proper","Estimate - de jure","Final figure, complete","2019","30521",""
"Switzerland","2018","Total","Both Sexes","Baden-Brugg","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","111438","186"
"Switzerland","2018","Total","Both Sexes","Bâle","City proper","Estimate - de jure","Final figure, complete","2019","172258",""
"Switzerland","2018","Total","Both Sexes","Bâle","Urban agglomeration","Estimate - de jure","Final figure, complete","2019","550152","186"
"Switzerland","2018","Total","Both Sexes","BERNE","City proper","Estimate - de jure","Final figure, complete","2019","133883",""
