Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Access,City-wide emissions inventory,Accounting year,Administrative city boundary,Inventory boundary (compared to Administrative city boundary),Primary Protocol,Primary Protocol Comment,Common Reporting Framework inventory format (GPC),Gases Included,Direct emissions (metric tonnes CO2e) for Total generation of grid-supplied energy,Direct emissions (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy),Indirect emissions from use of grid supplied energy (metric tonnes CO2e) for Total generation of grid supplied energy,Indirect emissions from use of grid supplied energy (metric tonnes CO2e) for Total Emissions (excluding generation of grid-supplied energy),Emissions occurring outside city boundary (metric tonnes CO2e) for Total Generation of grid supplied energy,Emissions occurring outside city boundary (metric tonnes CO2e) for Total Emissions (excluding generation of grid-supplied energy),TOTAL Scope 1 Emissions (metric tonnes CO2e),TOTAL Scope 2 emissions (metric tonnes CO2e),TOTAL Scope 3 Emissions,TOTAL BASIC Emissions (GPC),TOTAL BASIC+ Emissions (GPC),Change in emissions,Primary reason for the change in emissions,Land area (in square km),Population,Population Year,City Location,Last update
2020,49360,City of Tshwane,Pretoria - Tshwane,South Africa,Africa,public,Yes,2015-07-01 - 2016-06-30,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,9138309,119473513,340698,21426358,,Do not know,Change in methodology,6298,3306198,2017,POINT (28.1881 -25.7461),2021-07-16T02:03:37.903
2020,73750,Tarakan City,,Indonesia,Southeast Asia and Oceania,public,Yes,2018-01-01 - 2019-01-01,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),GPC reporting level : BASIC,,"CH4, CO2, N20",,,,,,,,,,,,Do not know,"Other, please specify",250.8,245784,2019,,2021-07-16T02:03:37.903
2020,5871,Essex County Council,,United Kingdom of Great Britain and Northern Ireland,Europe,public,Yes,2017-01-01 - 2017-12-31,Province / County,Smaller – covers only part of the city,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),SCATTER.,Yes,"CH4, CO2, N20",331.71,5925463.83,,1932610.61,28.76,2087608.66,,,,,,This is our first year of calculation,Lack of resource / funding overcome,3674,1492227,2019,,2021-07-16T02:03:37.903
2020,54345,City Government of Davao,Davao,Philippines,Southeast Asia and Oceania,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same – covers entire city and nothing else,"Other, please specify: Intergovernmental Panel on Climate Change",PCCC Format dervied from the IPCC,,CO2,,,,,,,,,,,,,,2440,1632991,2015,POINT (125.625 7.07475),2021-07-16T02:03:37.903
2020,69999,Greifswald,Greifswald,Germany,Europe,public,Yes,2015-01-01 - 2015-12-31,City / Municipality,Same – covers entire city and nothing else,"Other, please specify: BISKO methology (standard for german cities)",,,CO2,,311.86,,,,,,,,,,Decreased,Technological change,50.74,57899,2019,POINT (12.3923 54.0865),2021-07-16T02:03:37.903
2020,74607,Gemeente Alkmaar,,Netherlands,Europe,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,This report is carried out by HVC group for multiple municipalities in the province of North-Holland.,,CO2,,,,,,,,,,,,,,31.2,109444,2020,,2021-07-16T02:03:37.903
2020,59536,City of Kitchener,Kitchener,Canada,North America,public,Yes,2015-01-01 - 2015-12-31,City / Municipality,Larger – covers the whole city and adjoining areas,"Other, please specify: International Local Government GHG Emissions Analysis Protocol (IEAP)",,,CO2,,,,,,,,,,,,Decreased,"Other, please specify: Provincial phase out of coal-fired electricity generation",136.892,246700,2016,POINT (-80.561 43.42),2021-07-16T02:03:37.903
2020,43908,City of Milwaukee,Milwaukee,United States of America,North America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,,"CH4, CO2, N20",347356,4894554,346802,,533.7,,,,,,,This is our first year of calculation,"Other, please specify",97,590157,2019,POINT (-87.9065 43.0389),2021-07-16T02:03:37.903
2020,50549,City of Fort Worth,Fort Worth,United States of America,North America,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,,1057,909585,2019,POINT (-97.3308 32.7555),2021-07-16T02:03:37.903
2020,3417,New York City,New York City,United States of America,North America,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"ConEdison (ConEd) provided data on use of citywide electricityand steam, and natural gas in the Bronx, Manhattan, and parts ofQueens. National Grid reported natural gas use data for Brooklyn,parts of Queens, and Staten Island. The Long Island Power Author-ity (LIPA) reported electricity use data for the Rockaways area ofQueens. Fuel oil use was provided by private fuel oil suppliers, perLocal Law 43 of 2013, which requires fuel oil providers to reportfuel oil deliveries by fuel type to the City on an annual basis. TheNew York Metropolitan Transportation Council (NYMTC) providedon-road transportation vehicle-miles-traveled (VMT) data. Energyuse data for public transit were provided by the MetropolitanTransportation Authority (MTA) for New York City Transit (NYCT)subways and buses, Staten Island Railway (SIR), MTA Metro-NorthRail Road (MNR) and Long Island Railroad (LIRR) commuter rail,and MTA Bus Company buses; by the Port Authority of New Yorkand New Jersey (PANYNJ) for Trans-Hudson (PATH) commuter rail;and New Jersey Transit (NJT) for its commuter rail and buses.Data used to calculate fugitive and process CH4 and process N2Ofrom wastewater treatment were provided by DEP. CH4 emissionswere calculated based on the destruction of volatile material inanaerobic digesters. Based on the measured concentration andflow of volatile organic solids, it is estimated that 15 cubic feet ofdigester gas is produced for every pound of volatile organic solidsdestroyed. N2O emissions were calculated by applying the dailynitrogen load discharged by each of the City’s 14 wastewatertreatment plant to the formula in the LGOP.Fugitive CH4 from in-city landfills was calculated from landfill gascollection data provided by the New York City Department of Sani-tation (DSNY) and DEP per the LGOP. Fugitive CH4 from exportedsolid waste was calculated using waste disposal figures for resi-dential, commercial, and construction and demolition waste andapplying emissions factors from the USCP, which were taken fromEPA’s Waste Reduction Model (WARM). Fugitive CH4 from naturalgas distribution was calculated using data provided by NationalGrid and ConEd. Fugitive SF6 from electricity distribution was cal-culated using data provided by ConEd. .",Yes,"CH4, CO2, N20",,38275608,12417317,,,,,,,,,Increased,Change in weather conditions,1213.37,8399000,2018,POINT (-74.0059 40.7128),2021-07-16T02:03:37.903
2020,55419,City of Miramar,Miramar,United States of America,North America,public,Yes,2014-01-01 - 2014-12-31,City / Municipality,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,,CO2,,,,,,,,,,,,This is our first year of calculation,,80.3,140823,2018,POINT (-80.3036 25.9861),2021-07-16T02:03:37.903
2020,31446,Taipei City Government,Taipei,"Taiwan, Greater China",East Asia,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Taipei city have been using GPC methodology to make City GHG inventory since 2014.,,"CH4, CO2, N20",,3319350,,8630981,,76282,,,,,,Decreased,Behavioural change,271.8,2645041,2019,POINT (121.564 25.0375),2021-07-16T02:03:37.903
2020,839665,Ayuntamiento de Celaya,,Mexico,Latin America,public,Yes,2013-01-01 - 2013-12-31,City / Municipality,Larger – covers the whole city and adjoining areas,2006 IPCC Guidelines for National Greenhouse Gas Inventories,El inventario de Gases de Efecto Invernadero está basado en metodologías y factores de emisión que el IPCC reporta.,,"CH4, CO2, HFCs, N20",,,,,,,3469850,8520,345310,,,Increased,Population increase,560.9,494304,2015,POINT (-100.812 20.5222),2021-07-16T02:03:37.903
2020,54317,Dehradun Municipal Corporation,Dehradun,India,South and West Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,196.48,803983,2018,,2021-07-16T02:03:37.903
2020,55373,Prefeitura Municipal de Cabreúva,Cabreúva,Brazil,Latin America,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,260234,47877,2017,POINT (-47.1367 -23.3058),2021-07-16T02:03:37.903
2020,60603,"City of Prince George, BC",Prince George,Canada,North America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Smaller – covers only part of the city,"Other, please specify: BC CARIP",,,CO2,,,,,,,,,,,,Increased,Improved data accuracy,329,74003,2016,POINT (-122.75 53.9171),2021-07-16T02:03:37.903
2020,35870,City of Miami,Miami,United States of America,North America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,,"CH4, CO2, N20",,,,,,,,,,,,Decreased,"Other, please specify: Increased use of natural gas (from coal) in utility fuel mix",145.19,467963,2019,POINT (-80.1918 25.7617),2021-07-16T02:03:37.903
2020,58671,Helsingør Kommune / Elsinore Municipality,Helsingør,Denmark,Europe,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,This mapping is made according to current (2018) principles in Global Protocol for Community-Scale Greenhouse Gas Emission Inventories (GPC)GPC is based on The IPCC Tier Concept2006 IPCC Guidelines for National Greenhouse Gas Inventories,,"CH4, CO2, N20",74,158995,,85544,,43936,,,,,,Decreased,Technological change,122,62695,2020,POINT (12.5921 56.0308),2021-07-16T02:03:37.903
2020,840948,City of Pakse,,Lao People's Democratic Republic,Southeast Asia and Oceania,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",,,,172249,,17053,,,,,,This is our first year of calculation,,125.08,82596,2019,,2021-07-16T02:03:37.903
2020,60029,City of Cagayan de Oro,Cagayan de Oro,Philippines,Southeast Asia and Oceania,public,Yes,2016-01-01 - 2016-12-31,City / Municipality,Same – covers entire city and nothing else,"Other, please specify: World Resource Council Greenhouse Gas Protocol",,,"CH4, CO2, N20",,428467.45,,,,,,,,,,This is our first year of calculation,"Other, please specify: For consideration",578.51,675950,2015,POINT (124.632 8.45423),2021-07-16T02:03:37.903
2020,53254,City of Hobart,Hobart,Australia,Southeast Asia and Oceania,public,Yes,2017-07-01 - 2018-06-30,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,The Southern Tasmanian Councils Authority (representing 12 councils across southern Tasmania) developed a method for quantifying community energy use greenhouse gas emissions in 2018. This community inventory is based on this approach. The method was peer reviewed in 2019 and was found to be in keeping with the GPC,,"CH4, CO2, N20",,376929,,105738,,,,,,,,Decreased,Behavioural change,7791,53684,2020,POINT (147.281 -42.8901),2021-07-16T02:03:37.903
2020,832000,Municipalidad de Desamparados,,Costa Rica,Latin America,public,Yes,2017-01-31 - 2018-01-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,"La metodología país escala comunitaria,  se denomina el  Programa País Carbono Neutralidad, categoría Cantonal.  Esta basada en el protocolo GPC. ver https://cambioclimático.go.cr/metas/descabonización",,"CH4, CO2, N20",,139943.52,11898.85,,,,,,,,,This is our first year of calculation,,118.26,240671,2020,,2021-07-16T02:03:37.903
2020,840926,Prefeitura de Serra Talhada,,Brazil,Latin America,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Também houve capacitações e cursos, além de assistência técnica por parte do ICLEI para auxiliar na realização do inventário.",Yes,"CH4, CO2, N20",,86525.25,,9356.97,,,,,,,,This is our first year of calculation,Lack of knowledge overcome,2993.83,86350,2019,,2021-07-16T02:03:37.903
2020,43917,Sofia Municipality,Sofia,Bulgaria,Europe,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"The inventory covers the following sectors: Stationary energy - residential, municipal and tertiary buildings, equipment and facilities; manufacturing industries and construction; agriculture and forestry; fugitive emissionsfrom natural gas systems; Transportation - road, railroad and aviation transport, Waste - waste management and waste water treatment. For each of the sectors identified in the methodology, the available data in the municipality of Sofia has been collected. Additional information from a large number of private and public organizations has also been obtained. The inventory covers all of the 24 districts of Sofia municipality.",No,"CH4, CO2, N20",,,,,,,2352145.43,3078851.92,,4628030.01,,Decreased,,1311,1479902,2019,POINT (23.3219 42.6977),2021-07-16T02:03:37.903
2020,841540,South Lakeland District Council,,United Kingdom of Great Britain and Northern Ireland,Europe,public,Yes,2019-04-01 - 2020-03-31,Local government area within a greater city / metropolitan area,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",1074.02,3030509.13,,188029.14,,269235.85,,,,,,This is our first year of calculation,,1534,104955,2019,,2021-07-16T02:03:37.903
2020,832078,Município de Mafra,Mafra,Portugal,Europe,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,,292,81961,2015,POINT (-9.32771 38.9385),2021-07-16T02:03:37.903
2020,31165,Stadt Heidelberg,Heidelberg,Germany,Europe,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Institut für Energie- und Umweltforschung Heidelberg GmbH,Yes,"CH4, CO2, N20",68950,423639,,517752,1474,162854,,,,,,Stayed the same,"Other, please specify",108830,148365,2019,POINT (8.67243 49.3988),2021-07-16T02:03:37.903
2020,54298,Dalian Municipal People's Government,Dalian,China,East Asia,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,,12573.85,5952057,2019,POINT (121.567 38.9389),2021-07-16T02:03:37.903
2020,54341,Toyama City,,Japan,East Asia,public,Yes,2016-04-01 - 2017-03-31,City / Municipality,Same – covers entire city and nothing else,City specific methodology,国が公表する「地方公共団体実行計画（区域施策編）策定・実施マニュアル（本編）（Ver1.0）」（平成29年３月）を参考にして算定方法を設定しているが、区域独自で収集したデータの活用や、前計画の算定方法を踏襲した部分があるため。,,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",42702,1847413,,1853012,,,,,,,,,,1241.74,418686,2015,,2021-07-16T02:03:37.903
2020,54492,Bergen Municipality,Bergen,Norway,Europe,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,"Other, please specify:  The Norwegian Environment Agency",The Norwegian Environment Agency makes emission statistics for all Norwegian municipalities,,"CH4, CO2, N20",6803,849283,,,,,,,,,,This is our first year of calculation,,464.71,283929,2020,,2021-07-16T02:03:37.903
2020,63616,Abasan Al-Kabira Municipality,Abasan Al-Kabira,State of Palestine,Middle East,public,Yes,2010-12-31 - 2011-12-31,City / Municipality,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,"CH4, CO2, HFCs",,,,,,,,,,,,,,19,31000,2017,POINT (34.344 31.3231),2021-07-16T02:03:37.903
2020,42178,Distrito Metropolitano de Quito,Quito,Ecuador,Latin America,public,Yes,2019-01-01 - 2019-12-31,Metropolitan area,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",,7319,,,,,,,,,,Decreased,"Other, please specify: Las emisiones del año 2019 se ven disminuidas debido al factor de emisión de electricidad.",4230,2239191,2010,POINT (-78.5167 -0.2333),2021-07-16T02:03:37.903
