Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Access,City-wide emissions inventory,Accounting year,Administrative city boundary,Inventory boundary (compared to Administrative city boundary),Primary Protocol,Primary Protocol Comment,Gases Included,Direct emissions (metric tonnes CO2e) for Total generation of grid-supplied energy,Direct emissions (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy),Indirect emissions from use of grid supplied energy (metric tonnes CO2e) for Total generation of grid supplied energy,Indirect emissions from use of grid supplied energy (metric tonnes CO2e) for Total Emissions (excluding generation of grid-supplied energy),Emissions occurring outside city boundary (metric tonnes CO2e) for Total Generation of grid supplied energy,Emissions occurring outside city boundary (metric tonnes CO2e) for Total Emissions (excluding generation of grid-supplied energy),TOTAL Scope 1 Emissions (metric tonnes CO2e),TOTAL Scope 2 emissions (metric tonnes CO2e),TOTAL Scope 3 Emissions,TOTAL BASIC Emissions (GPC),TOTAL BASIC+ Emissions (GPC),Change in emissions,Primary reason for the change in emissions,Land area (in square km),Population,Population Year,City Location,Last update
2021,50383,Prefeitura de Sorocaba,Sorocaba,Brazil,Latin America,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"No inventário de GEE de Sorocaba, foi adotado o nível de reporte BASIC, que engloba as emissões comuns a praticamente todas as cidades:•Energia Estacionária (escopo 1 e 2)•Transporte dentro dos limites da cidade (escopo 1 e 2)•Resíduos gerados dentro dos limites da cidade (escopo 1)•Tratamento de resíduos enviados para outras cidades (escopo 3)","CH4, CO2, N20",,1040652,,188917,,262852,,,,,,Increased,Change in accounting methodology,450,687357,2020,POINT (-47.4221 -23.4775),10/04/2021 09:23:47 AM
2021,859195,Nanjo City,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,840030,Reconquista,,Argentina,Latin America,public,Yes,2016-01-01 - 2016-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.","CH4, CO2, N20",,224939.88,,67323.04,,12389.35,,,,,,This is our first year of calculation,"Other, please specify",537,78570,2016,,10/04/2021 09:23:47 AM
2021,862924,"Leon Valley, TX",,United States of America,North America,public,In progress,-,City / Municipality,Larger – covers the whole city and adjoining areas,Regional or country specific methodology,,CO2,,,,,,,,,,,,,,3.5,11000,2010,,10/04/2021 09:23:47 AM
2021,59552,"City of Davis, CA","Davis, CA",United States of America,North America,public,Yes,2015-04-01 - 2016-04-01,City / Municipality,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,"CH4, CO2, N20",,,,,,,,,,,,,,25.7,69289,2018,POINT (-121.741 38.5449),10/04/2021 09:23:47 AM
2021,50401,"City of Madison, WI",Madison,United States of America,North America,public,In progress,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,City specific methodology,"A Madison Community Operations Carbon Inventory was previously completed in 2010 and 2012. The City of Madison is in the process of updating its community-wide emissions inventory for a more recent emissions figure.Previous inventories have been completed by the University of Wisconsin-Madison Robert M. La Follette School of Public Affairs as part of a consulting project for the City of Madison. However, moving forward, the City of Madison will intend to complete its inventory internally.","CH4, CO2, N20",,,,,,,,,,,,,,198.89,258054,2018,POINT (-89.3818 43.0728),10/04/2021 09:23:47 AM
2021,31056,Edinburgh City Council,Edinburgh,United Kingdom of Great Britain and Northern Ireland,Europe,public,Yes,2018-04-01 - 2019-03-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",653,1725643,,646029,144,55070,,,,,,Decreased,Technological change,264,527620,2020,,10/04/2021 09:23:47 AM
2021,36410,"City of Memphis, TN",Memphis,United States of America,North America,public,In progress,2016-01-01 - 2016-12-31,City / Municipality,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",,,,,,,,,,,,,,841.75,651073,2019,POINT (-90.049 35.1495),10/04/2021 09:23:47 AM
2021,50220,Métropole Nice Côte d'Azur,Nice,France,Europe,public,Yes,2018-01-01 - 2018-12-31,Metropolitan area,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Emission data are calculated by the regional Observatory of Climate, Air and Energy. Their methodology complies with the French ""Pôle de Coordination des Inventaires Territoriaux"" (local emission inventory task force) guidelines. All regional observatories use the same methodology. We used CRF format. Data processing must be improved for future reporting to achieve BASIC +  complete inventory. Metropole Nice Côte d'Azur is the only member of CDP Cities and Covenant of Mayors consortiums. Therefor only Metropole Nice Côte d'Azur needs this format at regional level for now, and the local Observatory needs more time to adapt its inventory, which has been greatly improved since last reporting.","CH4, CO2, N20",,1748190,,172485,,836593,,,,,,Decreased,Change in accounting methodology,1400,540000,2016,POINT (7.26195 43.7102),10/04/2021 09:23:47 AM
2021,35905,Corporation of Chennai,Chennai,India,South and West Asia,public,Yes,2018-04-01 - 2019-03-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,,,,,,Decreased,Technological change,426,7920000,2020,POINT (80.2425 13.0992),10/04/2021 09:23:47 AM
2021,36158,Comune di Napoli,Napoli,Italy,Europe,public,Yes,2014-01-01 - 2014-12-31,City / Municipality,Same – covers entire city and nothing else,"Other, please specify",Covenant of Mayors - SEAP,CO2,,2559322,,,,,,,,,,Decreased,Policy change,11727,983755,2014,POINT (14.2514 40.842),10/04/2021 09:23:47 AM
2021,832097,Município de Lagos,,Portugal,Europe,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,212.99,30374,2019,,10/04/2021 09:23:47 AM
2021,848407,Junta Intermunicipal de Medio Ambiente del Ayuquila Alto,,Mexico,Latin America,public,Intending to undertake in the next 2 years,,Intercommunality,,,,,,,,,,,,,,,,,,4314,85070,2020,,10/04/2021 09:23:47 AM
2021,834192,Koriyama City,,Japan,East Asia,public,Yes,2017-04-01 - 2018-03-31,Special city,Same – covers entire city and nothing else,Regional or country specific methodology,,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,,,,,,,,757.2,329475,2020,,10/04/2021 09:23:47 AM
2021,74673,İzmir Metropolitan Municipality,,Turkey,Europe,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,"CH4, CO2, N20",,,,,,,16245645,8343647,473277,,,Increased,Population increase,12019,4394694,2020,,10/04/2021 09:23:47 AM
2021,849023,Uruapan,,Mexico,Latin America,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,60,334669,2020,,10/04/2021 09:23:47 AM
2021,50359,Gobierno Municipal de León de los Aldamas,León de los Aldamas,Mexico,Latin America,public,Yes,2017-06-01 - 2018-06-01,City / Municipality,Larger – covers the whole city and adjoining areas,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Se cuenta con actualización año base 2017. Se cuenta con inventario anterior año base 2013.,"CH4, CO2, HFCs, N20",1481113,2655037,0,1481113,0,0,,,,,,Decreased,Technological change,1219.67,1721215,2020,POINT (-101.684 21.1221),10/04/2021 09:23:47 AM
2021,60018,City of Zamboanga,,Philippines,Southeast Asia and Oceania,public,In progress,-,City / Municipality,Same – covers entire city and nothing else,,"Zamboanga city’s emissions are classified according to SCOPES. Scopes establish the inventory boundaries so that GHG emissions to be accounted for and reported in the inventory are clearly stated. Boundaries define the scale and reach of emissions that will be included by the LGU in its GHG inventory Report. There are 3 scopes used in the inventory reporting. For Zamboanga city’s 2019 GHG inventory, scopes 1 and 2 activities under the Agriculture, Waste, Industrial Processes and Product Use, Transport, Forestry and other Land Use, and Energy (AWITFE) sectors is accounted. Scope 1: All direct emissions from sources within the geopolitical boundary of the community.Scope 2: Energy-related indirect emissions that occur outside the community boundary as a consequence of consumption/use of grid supplied electricity.Scope 3: All other indirect emissions that occur outside the boundary as a result of activities within the community’s geopolitical boundary, including trans-boundary emissions due to exchange/use/consumption of goods and services.To compute for the numerical values of the sources of emission within Zamboanga city, the general quantification equation was used in computing for GHG emissions:GHG Emission = Activity Data x Emission Factor x Global Warming PotentialActivity Data (A) is any data that pertain to the magnitude of human activity resulting to GHG emissions. These can be volume of fuel (measured in liters), weight of fuel (measured in kilogram units), amount of electricity usage (measured in kilowatt-hour) or distances travelled (measured in kilometers), etc. Emission Factor (EF) is the average emission rate of a given GHG for a given source, relative to units of activity. These are always expressed as ratios.Global Warming Potential (GWP) is the comparisons of the global warming impacts of different gases. Specifically, it is a measure of how much energy the emissions of 1 ton of a gas will absorb over a given period of time, relative to the emissions of 1 ton of carbon dioxide (CO2).",,,,,,,,,,,,,,,1453.27,977234,2020,,10/04/2021 09:23:47 AM
2021,61467,Dipolog City,,Philippines,Southeast Asia and Oceania,public,Yes,2019-12-31 - 2020-12-31,City / Municipality,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,"CH4, CO2, N20",,12037434,,,,,,,,,,,,136.3,130759,2015,,10/04/2021 09:23:47 AM
2021,859171,Onojo City,,Japan,East Asia,public,Yes,-,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,70005,Tauragė,Taurage,Lithuania,Europe,public,Not intending to undertake,,City / Municipality,,,,,,,,,,,,,,,,,,1179,37805,2021,POINT (22.2897 55.2522),10/04/2021 09:23:47 AM
2021,847236,Ramona,,Argentina,Latin America,public,Yes,2016-01-01 - 2016-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.","CH4, CO2, N20",,30533.28,,1676.94,,273.34,,,,,,This is our first year of calculation,"Other, please specify",101,2118,2016,,10/04/2021 09:23:47 AM
2021,54060,"City of Greater Sudbury / Grand Sudbury, ON",Sudbury,Canada,North America,public,Yes,2016-01-01 - 2016-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,CO2,,,,,,,,,,,,This is our first year of calculation,"Other, please specify: first year",3627,161531,2016,POINT (-80.9645 46.5268),10/04/2021 09:23:47 AM
2021,834190,Kurashiki City,,Japan,East Asia,public,Yes,2015-04-01 - 2016-03-31,Special city,Same – covers entire city and nothing else,Regional or country specific methodology,,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,49346,"City of Allentown, PA",Allentown,United States of America,North America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),The inventory was conducted with assistance from PA DEP and ICLEI,"CH4, CO2, N20",,,,,,,,,,,,,,17.55,121433,2018,,10/04/2021 09:23:47 AM
2021,49172,"City of St. Petersburg, FL",St. Petersburg,United States of America,North America,public,Yes,2016-01-01 - 2016-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",,,,,,,,,,,,Do not know,Lack of documentation,356,270000,2021,,10/04/2021 09:23:47 AM
2021,74401,"City of Encinitas, CA",Encinitas,United States of America,North America,public,Yes,2016-01-01 - 2016-12-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,The California Adaptation Planning Guide (APG),"CH4, CO2, HFCs, N20, PFCs",,,,,,,435710,,48063,,,Decreased,"Other, please specify: Combination of factors",51,63375,2018,POINT (-117.293 33.0454),10/04/2021 09:23:47 AM
2021,841050,Ayuntamiento San Nicolás de los Garza,,Mexico,Latin America,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,60,412199,2020,,10/04/2021 09:23:47 AM
2021,68385,Municipio La Chorrera,Chorrera,Panama,Latin America,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,769.8,209,2021,POINT (-79.7736 8.88289),10/04/2021 09:23:47 AM
2021,859180,Isahaya City,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,57347,Pingtung County Government,Pingtung County,"Taiwan, Greater China",East Asia,public,Yes,2019-01-01 - 2019-12-31,Province / County,Same – covers entire city and nothing else,Regional or country specific methodology,"In the early 2000s, Taiwan's government tended to build a method for GHG inventory. However, the lack of objectivity results from the differences in the emission categories, calculation methods, selection of activity data, and data sources of the municipalities. Therefore, the＂Guidelines for City Level Greenhouse Gas Inventories＂was proposed by the Environmental Protection Administration (EPA), the inventory followed the International Local Government Greenhouse Gas Emissions Analysis Protocol (IEAP) by Intergovernmental Panel on Climate Change (IPCC). The＂Guidelines for City Level Greenhouse Gas Inventories＂not only followed the five basic principles of greenhouse gas inventories: relevance, completeness, consistency, accuracy, and transparency but also highly connected to the international trend. In this case, the method is considered a self-assessment of reducing GHG for each city and being inspectable and verifiable internationally.","CH4, CO2, N20, SF6",,,,,,,2624211.84,2399045.87,,,,Stayed the same,Emissions have not changed,2775,811275,2021,POINT (120.47 22.6558),10/04/2021 09:23:47 AM
2021,50378,Municipalidad de San José,San José,Costa Rica,Latin America,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,Programa País Carbono Neutralidad 2.0 en su categoría Cantonal. La cual está basada en el GPC y algunas guías del IPCC.  Ver https://cambioclimatico.go.cr/metas/descarbonizacion/,"CH4, CO2, N20",,988330.85,,49328.95,,79127.72,,,,,,Increased,Change in accounting methodology,44.62,347398,2020,POINT (9.9326 -84.0796),10/04/2021 09:23:47 AM
