"Year.Reported.to.CDP","Account.Number","Organization","City","Country","CDP.Region","Access","City.boundary","Type.of.target","Sector","Identify.and.explain.sources.that.differ.from.the.inventory","Target.boundary.relative.to.city.boundary","Base.year","Year.target.was.set","Base.year.emissions..metric.tonnes.CO2e.","Percentage.reduction.target","Target.year","Target.year.absolute.emissions..metric.tonnes.CO2e.","Projected.population.in.target.year","Intensity.unit..Emissions.per.","Base.year.emissions.per.intensity.unit..metric.tonnes.CO2e.per.denominator.","Estimated.business.as.usual.absolute.emissions.in.target.year..metric.tonnes.CO2e.","Percentage.of.target.achieved.so.far","Select.the.initiatives.that.this.target.contributes.towards","Description.of.the.target.and.the.modelling.methodology.ies..and.parameters.used.to.define.it","Does.this.target.align.with.the.global.1.5...2..C.pathway.set.out.in.the.Paris.Agreement.","Does.this.target.align.to.a.requirement.from.a.higher.level.of.government.","Target.description","Population","Population.Year","City.Location","Last.update","name","entity_type","iso"
2021,834403,"Municipality of San Martín de los Andes",NA,"Argentina","Latin America","public","City / Municipality","Baseline scenario (business as usual) target","Other, please specify: Energía, Transporte y Desechos","Se toman a consideración las fuentes de emisión clasificadas en el inventario como básicas (siguiendo el estándar GPC). El nivel BASIC (básico) cubre las fuentes de emisión que se producen en casi todas las ciudades (energía estacionaria, transporte dentro de los límites y desechos generados en la ciudad), donde las metodologías y datos de cálculo están fácilmente disponibles. Se corresponde a un marco de reporte inducido por la ciudad. En detalle, las emisiones cubiertas son: - Energía Estacionaria, alcances 1 y 2 - Transporte, alcance 1 (se utiliza el método de venta de combustible) y 2- Residuos, alcance 1 y 3Se decidió no incorporar las emisiones de agricultura y ganadería y las emisiones de alcance 3 de energía estacionaria (incluidas en el inventario) ya que sobre estas, los gobiernos locales no tienen capacidad de realizar acciones concretas para mitigarlas. Se incluyeron sólo aquellas que pueden ser gestionados más fácilmente a escala local.","Same (city-wide) – covers entire city and nothing else",2018,2019,250690.42,18,2030,NA,NA,NA,NA,486354.76,NA,NA,"Durante el 2014 en Argentina se emitieron 368 millones de toneladas de dióxido de carbono equivalente (MtCO2e).  Por otro lado, las emisiones proyectadas al año 2030 bajo el escenario BAU ascienden a 592 MtCO2e. De esta forma, el aumento porcentual relativo de emisiones proyectado para el 2030 es del 60,87%.  Este aumento será considerado para la preparación del escenario BAU de San Martín de los Andes donde se proyectarán las emisiones alcanzadas por el nivel BÁSICO. Éste nivel abarca los sectores en los cuales los gobiernos locales poseen mayor capacidad de realizar acciones concretas, y que pueden ser gestionados más fácilmente que los incluidos en el nivel BÁSICO+.  Para correlacionar el escenario Business as Usual nacional con el de San Martín de los Andes se realizó un ajuste considerando las tasas de aumento poblacional. El factor de ajuste es equivalente a la relación entre la variación poblacional en el período 2014-2030 a nivel nacional y local. Factor de ajuste = (variación población 2014 − 2030 San Martín de los Andes)/(variación población 2014 − 2030 Argentina)El INDEC estima que durante este tiempo la población argentina aumentará un 15,79% y un 27,59% en el municipio. Por lo tanto, el factor de ajuste resulta de 1,7471. Así, el aumento de emisiones proyectado para San Martín de los Andes será del 106,35%. Aumento de emisiones en San Martín de los Andes 2014 − 2030 (%) = 60,87% ∗ 1,7471= 106,35%Tomando de base el inventario BÁSICO de San Martín de los Andes del 2014, las emisiones proyectadas bajo el escenario tendencial al 2030 serán de 486.354,76 tCO2e. Emisiones San Martín de los Andes al 2030 (tCO2e) =  235.696,09 tCO2e ∗ (1 + 1,7471) = 486.354,76 tCO2e Tomando como referencia la meta de reducción de emisiones presentada por el país y acorde a lo establecido en el Pacto de Alcaldes por el Clima y la Energía, San Martín de los Andes se compromete a reducir sus emisiones de gases de efecto en al menos un 18% respecto al escenario BAU al 2030, considerando las fuentes de emisión del alcance BÁSICO.  De esta forma, en 2030, San Martín de los Andes no emitirá más de 398.810,90 tCO2e.","Do not know","No","Se espera que la reducción de emisiones propuesta por San Martín de los Andes y las medidas que se desarrollen para su concreción, se sumen a los esfuerzos nacionales.",37078,2018,NA,"2021-10-04T09:30:14.243","San Martín de los Andes","City","ARG"
2021,68375,"Prefeitura de Abaetetuba",NA,"Brazil","Latin America","public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-04T09:30:14.243","Abaetetuba","City","BRA"
2021,60168,"Derry City & Strabane","Derry","United Kingdom","Europe","public","Other, please specify: Derry City & Strabane District Council","Fixed level target","All emissions sources included in city inventory",NA,"Larger – covers the whole city and adjoining areas",NA,2020,NA,NA,2045,0,NA,NA,NA,NA,0,"Cities Race to Zero; Declaring Climate Emergency; Global Covenant of Mayors for Climate & Energy; ICLEI’s Green Climate Cities Program",NA,"Yes - 1.5 °C","Yes, but it exceeds its scale or requirement","The target for DCSDC is net zero emissions by 2045 which exceeds the UK government target of net zero by 2050",150680,2020,NA,"2021-10-04T09:30:14.243","Derry","City","GBR"
2021,58531,"City of Somerville, MA","Somerville","United States of America","North America","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2014,2014,651426,100,2050,0,NA,NA,NA,NA,5.3,NA,NA,"Yes - 1.5 °C","No","Somerville has set a target to be carbon neutral by 2050. Somerville has defined carbon neutrality as net zero carbon emissions, which means eliminating all possible GHG emissions and offsetting any remaining emissions.",81562,2018,"POINT (-71.0826 42.3934)","2021-10-04T09:30:14.243","Somerville, MA","City","USA"
2021,58613,"City of York Council","York","United Kingdom","Europe","public","City / Municipality","Fixed level target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",NA,2019,NA,NA,2030,4e+05,214759,NA,NA,NA,NA,"Declaring Climate Emergency; Global Covenant of Mayors for Climate & Energy; Individual City Commitment",NA,"Yes - 1.5 °C","Yes, but it exceeds its scale or requirement","York to be carbon neutral by 2030",209900,2019,NA,"2021-10-04T09:30:14.243","York, UK","City","GBR"
2021,35877,"City of Pittsburgh, PA","Pittsburgh","United States of America","North America","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2003,2005,5987870,20,2023,4790296,NA,NA,NA,NA,5,"Global Covenant of Mayors for Climate & Energy",NA,"Yes - 2 °C","Yes","In PCAP 1.0 PCI set a target of 20% below 2003 baseline by 2023. We are currently developing more ambitious and specific greenhouse gas reduction targets.",301048,2018,"POINT (-79.9959 40.4406)","2021-10-04T09:30:14.243","Pittsburgh, PA","City","USA"
2021,50378,"Municipalidad de San José","San José","Costa Rica","Latin America","public","City / Municipality","Base year emissions (absolute) target","Transport",NA,"Same (city-wide) – covers entire city and nothing else",2017,2019,617188,2,2025,604844.24,NA,NA,NA,NA,25,"Global Covenant of Mayors for Climate & Energy; Other, please specify: Plan de Descarbonización de Costa Rica",NA,"Yes - 2 °C","Yes","Año base: 2017.Ciudad Caminable: Bajo la premisa “una ciudad limpia y amigable es una ciudad que camina” se busca propiciar mejores condiciones para que la población goce de áreas por donde desplazarse hacia sus lugares de trabajo, ocio y residencia, rescatando la figura del peatón. La meta de reducción como tal no ha sido calculada por necesidad de encontrar la metodología adecuada. En ese sentido, la acción implica aspectos como los siguientes: Construcción de aceras en lugares donde se encuentren ausentes. Mejoras en las aceras existentes a incluir, entre otros: arreglo de grietas, ajustar niveles con la calle y mantenerlos constantes, eliminar obstáculos, ampliar áreas, iluminación, sombra y refugio para peatones contra condiciones climáticas, adaptación de estructuras a inundaciones, mejoras en alcantarillado pluvial y desagües. Habilitar más áreas de bulevares. Arborización de zonas habilitadas. Señalización vial. Accesibilidad, rampas seguras y con pendientes adecuadas. Cruces peatonales a nivel y con anchura adecuada.Consideraciones técnicas y sociales: Mejoras en la vigilancia y seguridad ciudadana, coordinación con Seguridad Pública y Municipal. Conexión de áreas caminables con elementos viales y de transporte: ciclovías, paradas de buses, estaciones de trenes. Conexión con comercios, servicios, instituciones públicas y residencias. Uso de áreas para actividades culturales, sociales. Comunicación con el MOPT para intervenciones conjuntas en vías nacionales (Comisión con el MOPT, según Reglamento de Desarrollo -RDU- o Plan regulador).Para el cálculo de reducción de emisiones, se propone utilizar las distribuciones modales empleadas en el cálculo de emisiones en el sector transporte, subsector por carretera, bajo la metodología de viajes. La reducción estaría basada en la modificación de la distribución modal, previéndose un incremento en el porcentaje de desplazamientos a pie, a cambio de una reducción en otros medios de transporte. Para definir dichos ajustes con mayor precisión, será necesario el criterio técnico de expertos, y estudios que fundamenten cómo se darían los cambios en las distribuciones modales. En esa matemática, se incluirían aspectos como la población que transita en el cantón, distribución modal, distancias de viajes por modo de transporte, cantidad de viajes por día por persona, entre otros",347398,2020,"POINT (9.9326 -84.0796)","2021-10-04T09:30:14.243","San José","City","CRI"
2021,840201,"City of Columbus, IN","Columbus","United States of America","North America","public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POINT (-85.9111 39.214)","2021-10-04T09:30:14.243","Columbus, OH","City","USA"
2021,44080,"City of Kitakyushu",NA,"Japan","East Asia","public",NA,"Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2005,2016,16350000,8,2020,15042000,NA,NA,NA,NA,1.6,NA,NA,NA,"No","〇計画策定年度からの目標・2020年度（2005年度比）　北九州市8％　アジア地域6％〇中期目標・2030年度（2005年度比）　北九州市30％　アジア地域75％〇長期目標・2050年度（2005年度比）　北九州市50％　アジア地域150％",946338,2020,NA,"2021-10-04T09:30:14.243","Kitakyushu","City","JPN"
2021,54530,"City of Brighton & Hove","Hove","United Kingdom","Europe","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory","NB - the start year for this target is 2020, and base year data for 2020 is not yet available. Therefore the cell 'Base year emissions' is not filled in. Therefore it is also not possible to fill in the cell for 'Percentage of target achieved so far'.  This does not mean that no progress has been made, but that data is not yet available to demonstrate progress. The council looks forward to being able to give an account of progress towards the target in future years.","Same (city-wide) – covers entire city and nothing else",2020,2020,NA,12.7,2030,NA,NA,NA,NA,NA,0,"Cities Race to Zero; Declaring Climate Emergency; Global Covenant of Mayors for Climate & Energy; Other, please specify: Glasgow Food and Climate Declaration",NA,"Yes - 1.5 °C","Yes, but it exceeds its scale or requirement","To become a carbon neutral city by 2030, from a start in 2020. This exceeds the UK national target which has a 2050 target date.",294842,2021,NA,"2021-10-04T09:30:14.243","Hove","City","GBR"
2021,54113,"City of Flagstaff, AZ","Flagstaff","United States of America","North America","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2016,2018,826270.21,15,2025,702329.6785,NA,NA,NA,NA,0,NA,NA,"Yes - 2 °C","No",NA,76338,2020,"POINT (-111.631 35.1992)","2021-10-04T09:30:14.243","Flagstaff, AZ","City","USA"
2021,831999,"Concejo Municipal de Distrito de Monte Verde",NA,"Costa Rica","Latin America","public","Sub-municipal district","Fixed level target","Waste",NA,"Same (city-wide) – covers entire city and nothing else",NA,2019,NA,NA,2023,15364,NA,NA,NA,NA,18,"Global Covenant of Mayors for Climate & Energy; Individual City Commitment; Other, please specify: Programa País Carbono Neutralidad",NA,"Yes - 1.5 °C","No","Aclarar Costa Rica tiene la meta de ser Carbono Neutro , sin embargo a nivel de distrito esa meta es aún más ambiciosa y se espera lograr la carbono positivo (es decir absorber más emisiones de las que se emiten a nivel local). Se trabaja junto con otros sectores de la comunidad para a través de medidas o acciones de mitigación medibles lograrlo .",6624,2020,NA,"2021-10-04T09:30:14.243","Monte Verde","City","CRI"
2021,850413,"Prefeitura de Itá",NA,"Brazil","Latin America","public","City / Municipality","No target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6426,2010,NA,"2021-10-04T09:30:14.243","Itá","City","BRA"
2021,35877,"City of Pittsburgh, PA","Pittsburgh","United States of America","North America","public","City / Municipality","Base year emissions (absolute) target","Transport",NA,"Same (city-wide) – covers entire city and nothing else",2003,2015,1187375,50,2030,593687.5,NA,NA,NA,NA,7,"Global Covenant of Mayors for Climate & Energy",NA,"Yes - 2 °C","Yes",NA,301048,2018,"POINT (-79.9959 40.4406)","2021-10-04T09:30:14.243","Pittsburgh, PA","City","USA"
2021,59708,"City of Bethlehem, PA",NA,"United States of America","North America","public","City / Municipality","Base year emissions (absolute) target",NA,NA,NA,2017,2021,1171000,33,2025,784570,NA,NA,NA,NA,NA,"Global Covenant of Mayors for Climate & Energy; We Are Still In",NA,"Yes - 1.5 °C","Yes, but it exceeds its scale or requirement","33% reduction of GHG by 2025, 60% reduction by 2030, and Net Zero by 2040.",75000,2010,NA,"2021-10-04T09:30:14.243","Bethlehem, PA","City","USA"
2021,50211,"Tbilisi City","Tbilisi","Georgia","Europe","public","City / Municipality","Base year emissions (absolute) target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1202731,2021,"POINT (44.8271 41.7151)","2021-10-04T09:30:14.243","Tbilisi","City","GEO"
2021,859154,"Hokuei Town",NA,"Japan","East Asia","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Local Government Operations - covers only emission sources owned and operated by local government",2013,2021,3444,40,2030,2066.4,NA,NA,NA,NA,54,"2050 Zero Carbon Cities in Japan; Declaring Climate Emergency",NA,NA,"Do not know",NA,14736,2021,NA,"2021-10-04T09:30:14.243","Hokuei","City","JPN"
2021,59996,"Batangas City","Batangas","Philippines","Southeast Asia and Oceania","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2010,2014,421884,25,2030,316413,NA,NA,NA,NA,NA,NA,NA,"Yes - 1.5 °C","Yes","From the base year 2010, under the business as usual scenario, GHG emission in each identified sector is projected to increase by at least 25% by figure until 2015. On the contrary, with the assumption that Batangas City shall push for the initiatives promulgated by the GHG management plan and the intensive implementation of its Environment Code, GHG emission is expected to decrease from the 2015 year point towards 2030 using again the 25% target but in terms of reduction in emission. The Philippines intends to undertake GHG (CO2e) emissions reduction of about 70% by 2030 relative to its BAU scenario of 2000-2030. Reduction of CO2e emissions willcome from energy, transport, waste, forestry and industry sectors. The mitigation contribution is conditioned on the extent of financial resources, including technologydevelopment & transfer, and capacity building, that will be made available to the Philippines.",349565,2019,"POINT (121.058 13.7565)","2021-10-04T09:30:14.243","Batangas","City","PHL"
2021,1499,"Ajuntament de Barcelona","Barcelona","Spain","Europe","public","City / Municipality","Base year emissions (absolute) target","Transport",NA,"Same (city-wide) – covers entire city and nothing else",2007,2011,1189840,27,2020,868583.2,NA,NA,NA,NA,50,NA,NA,"No","No","On road transportation, port and airport emissions.",1664182,2020,"POINT (2.1775 41.3823)","2021-10-04T09:30:14.243","Barcelona","City","ESP"
2021,826427,"Município de Valongo","Valongo","Portugal","Europe","public","City / Municipality","Fixed level target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",NA,2019,NA,NA,2030,0,NA,NA,NA,NA,86,"Global Covenant of Mayors for Climate & Energy",NA,"Yes - 2 °C","Yes","Valongo, como signatário do pacto de autarcas, prevê reduzir as emissões de CO2 (e, eventualmente, de outros gases com efeito de estufa) em, pelo menos, 40 % até 2030, nomeadamente através de uma melhoria da eficiência energética e de um maior recurso às fontes de energia renováveis",97444,2019,"POINT (-8.49835 41.1887)","2021-10-04T09:30:14.243","Valongo","City","PRT"
2021,50208,"Adana Metropolitan Municipality","Adana","Turkey","Europe","public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POINT (35.334 36.995)","2021-10-04T09:30:14.243","Adana","City","TUR"
2021,60408,"Municipalidad de Talca",NA,"Chile","Latin America","public","City / Municipality","Base year emissions (absolute) target","Waste","se genera una disminicion de generacion de GEI, CH4 por el proceso de compostaje","Smaller – covers only part of the city",2020,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deadline 2020 - Delivering the 1.5 degree ambition of the Paris Agreement in a resilient, inclusive way",NA,"Yes - 1.5 °C",NA,"talca pretende demostrar una reducción de emisiones de CH4, además de una reducción residuos reciclables dispuestos en el relleno sanitario",220357,2017,NA,"2021-10-04T09:30:14.243","Talca","City","CHL"
2021,859095,"Mizuho Town",NA,"Japan","East Asia","public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-04T09:30:14.243","Mizuho","City","JPN"
2021,35897,"Municipality of Campinas","Campinas","Brazil","Latin America","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory","Não há diferença entre  as fontes do inventário.","Same (city-wide) – covers entire city and nothing else",2016,2020,2663901.43,8,2030,2450789.3156,NA,NA,NA,NA,0,"Global Covenant of Mayors for Climate & Energy",NA,"Yes - 2 °C","No","A meta da cidade é menos ambiciosa (em valor absoluto) do que a NDC nacional devido ao fato de que a cidade de Campinas se configura como uma área urbana já consolidada onde o range de redução das emissões de GEE é notadamente mais restrito que o nacional.",1175501,2020,"POINT (-46.9372 -22.744)","2021-10-04T09:30:14.243","Campinas","City","BRA"
