Account number,Organization,City,Country,Region,C40,Access,Reporting year,Accounting year,Boundary,Protocol,Protocol column,Gases included,Total emissions (metric tonnes CO2e),Scopes Included ,Total Scope 1 Emissions (metric tonnes CO2e),Total Scope 2 Emissions (metric tonnes CO2e),Comment,Increase/Decrease from last year,Reason for increase/decrease in emissions,Population,Population year,GDP,GDP Currency,GDP Year,GDP Source,Average annual temperature (in Celsius)​,​Average altitude (m),​Land area (in square km),City Location,Country Location
31115,City of Johannesburg,Johannesburg,South Africa,Africa,C40,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","The City of Johannesburg 2014 inventory is the first GPC compliant inventory compiled for the City. It builds on the pioneering work undertaken by Siemens who compiled the first inventory for the City for the 2007 calendar year. Siemens prepared the initial report under an arrangement with C40 in 2012, and analyses the high-level changes between the two inventory years.",,24716713,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",9068358,15661031,,Decreased,"This decrease could be attributed to a number of reasons, for example there seems to be a correlation between it and the drop in electricity consumption. This drop in electricity consumption is mirrored in all the major municipalities in South Africa. There may well be data deficiency
artefacts. The real reasons for this decrease and/or other trend that becomes apparent,will become clear as we become more thorough in quality data collection methods. Furthermore, to enhance our understand we will do bottom up data collection at a project level.",4900000,2016,337000000000,USD     US Dollar,2015,http://www.bsivjoburg.co.za/bsivjoburg/index.cfm/economic-overview/joburg-economic-overview/,20,1645,1645,"(-26.2041028, 28.0473051)","(-30.559482, 22.937506)"
43911,City of Ottawa,Ottawa,Canada,North America,,Public,2017,2012-01-01 - 2012-12-31,Administrative boundary of a local government,International Emissions Analysis Protocol (ICLEI),,CO2; CH4; N2O,5420000,Total Scope 1 and Scope 2,,,"At the time, the City could not obtain data from the local utilities for the building sector, i.e. residential, commercial, and institutional buildings.  As a result, staff used provincial data and prorated it to a local level to determine emissions from the building sector.  To ensure greater accuracy for the next inventory, staff will work to obtain data from the local utilities.",Decreased,"The City undertakes a community inventory every 4 years, and so far have completed inventories for the years 2004, 2008, and 2012.  Starting in 2007, the province of Ontario began phasing out all coal facilities across the province, with the last coal plant closing in 2014.  This initiative was considerable in making a cleaner electrical grid, and reduce the electricity intensity factor from 170 gCO2/kWh to 97 gCO2/kWh.  As such, there was a considerable decrease in emissions in the building sector solely due to this initiative.",934243,2016,,CAD     Canadian Dollar,,,6,70,2796,"(45.42153, -75.697193)","(56.130366, -106.346771)"
14088,City of Oslo,Oslo,Norway,Europe,C40,Public,2017,2015-01-01 - 2015-12-01,Administrative boundary of a local government,Other,"Oslo gets most of the GHG-data from the national bureau of statistics, Statistics Norway. It has been further developed to make it compliant with the GPC-protocol. The GPC- reporting was approved september 2015. Statistics Norway published a new numbers in march 2017, but these last numbers have not been updated according to the GPC-protocol. The methodology of Statistics Norway follows the same principles for the City Inventory as for the national inventory. It is to a large extent overlapping with the methodology of the protocol for cities, the GPC-protocol.",CO2; CH4; N2O,1233,Total Scope 1 and Scope 2,,,"Emission factors: The emission factors are updated, but some are national, not local. Level of confidence: High/mediumActivity data: Based on fuel sales, traffic counts and some top-down anlyses, like waste water handling. Level of confidence: Medium/highAverage score: medium/high",Decreased,"The main reason for decreased GHG-emissions is that emissions from stationary energy use in residential, commercial and institutional buildings have been significantly reduced. The success is partly due to national and local support schemes to convert from fossil heating oil to renewables and also adaptions to a warned ban on fossil heating oil.",658390,2016,458449000000,NOK     Norwegian Krone,2013,Statistics Norway,5.7,94,454,"(59.9138688, 10.7522454)","(60.472024, 8.468946)"
54108,City of Durham,Durham,USA,North America,,Public,2017,2015-07-01 - 2016-06-30,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,CO2; CH4; N2O,4681117,Total Scope 1 and Scope 2,2720107,1976634,The data on transportation is the area in which I have the least confidence.,Increased,"scope 1 increased due to a large, unexplained jump in diesel VMT. This may be due to a change in the model. Scope 2 emissions actually decreased, but it was mostly due to cleaner energy production rather than reduction in energy use.",250815,2015,,,,,15,,277,"(35.994, -78.8986)","(37.09024, -95.712891)"
60374,Alcaldía de Ibagué,Ibagué,Colombia,Latin America,,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Siguiendo las directrices del IPCC del 2006,,2330487,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",,108197,,Increased,En comparación al informe del año 2011 se evidencia un aumento en las emisiones de GEI,564077,2017,4,COP     Colombian Peso,2012,DANE,31,1170,1439,"(4.448517, -75.239965)","(4.5709, -74.2973)"
60602,"Town of Ajax, ON","Ajax, ON",Canada,North America,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,International Emissions Analysis Protocol (ICLEI),PCP Protocol method,CO2,1234211,Total Scope 1 and Scope 2,,,"Currently being updated to 2015, plan for 2013 can also be found here: https://www.ajax.ca/en/livinginajax/community-sustainability-plan.asp",Increased,Emission increase can be attributed to population increase of 22% increase from 2006 to 2011,109600,2011,,CAD     Canadian Dollar,,,7.8,90,67.1,"(43.850855, -79.020373)","(56.130366, -106.346771)"
35886,Comune di Torino,Torino,Italy,Europe,,Public,2017,2014-01-01 - 2014-12-31,"Other: Our  emission inventory takes in account the City of Turin  and its boundary, following the instruction of the JRC methodology (""How to develope a sustainable energy action plan"") setted up for the Covenant of Mayors initiative.","Other: The city of Turin used, for its emission inventory, the methodology suggested by JRC (""How to develope a sustainable energy action plan"") for the Covenant of Mayors initiative.","The methodology consists in the collection of data about yearly energy consumption (MWh/year) from different sources (electricity, natural gas, diesel, liquid gas, biomass, pv, solar thermal, wind…). Following methodology of covenant of mayors , by considering different emission coefficients (Ton CO2/MWh) for all different suorces – is possible to obtain the total CO2 emission (Ton/year).",CO2,3496156,Total Scope 1 and Scope 2,,,The data provided refers to the inventory of emissions for 2014.,Decreased,"Last updated in 2014. 
Since the last inventory performed a reduction of 22% in CO2 emissions compared to the base year (1991).",892276,2015,26933203382,,2013,http://www.centroestero.org/FTP/opploc/TorinoUrbanProfile2013.pdf,14,239,130,"(45.1006374, 7.6680046)","(41.87194, 12.56738)"
35449,Stadt Zürich,Zürich,Switzerland,Europe,,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,Other: 2000-Watt society Methodology,"The 2000-Watt society methodology is a concept of sustainable development that uses two indicators: Primary energy demand and greenhouse gas emissions. The methodology is based on the final energy demand. Primary energy factors and GHG emission coefficients are according to the ecoinvent database (database with consistent and transparent, up-to-date Life Cycle Inventory (LCI) data – www.ecoinvent.org/database/). The grey energy of net imported other goods and services is not included in the methodology used by the city of Zurich as there is no specific data available. The methodology does not include emissions from non-energetic sources (e.g. landfills, waste water treatment).Primary energy, final energy and effective energy: The 2000-watt methodology defines primary energy as the total energy present in the original energy source, plus its grey energy. The energy that reaches the customer, after all conversion and transmission losses, is called final energy. In turn, only a part of this is actually used: the effective energy. The rest is lost as waste heat. Basis for all calculations is the final energy demand.Territorial principle: Basis of the methodology is the territorial principle. It refers to the energy consumed in the city area and the emissions which occur there. The energy sources grey energy and grey emissions are also taken into account. The grey energy of net imported other goods and service is not included in the 2000 watt society methodology (lack of specific data). However, the aim is to separately calculate and indicate the gray energy of net imported other goods and services.All calculations in regards to primary energy demand and greenhouse gas emissions are made with the balancing program ECORegion (http://www.ecospeed.ch/).",CO2; PFCs; CH4; SF6; N2O; NF3; HFCs,1822367,Total Scope 1 and Scope 2,,,2000-Watt society Methodology,Other: No change,"The course of greenhouse gas emissions since 2008 is more or less constant. We assume that the positive effects of modernizing insulation of buildings are mostly compensated  by increased demands for comfort (e.g. higher room temperatures, larger living spaces, longer heating periods).",415682,2016,69037000000,CHF     Swiss Franc,2015,www.stadt-zuerich.ch/statistik,8.8,408,92,"(47.3686498, 8.5391825)","(46.818188, 8.227512)"
32550,City of Denver,Denver,USA,North America,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",This is Denver's first year reporting via the GPC protocol and changes in sector and overall emissions compared to previous years should not be used as increases or decreases as we have yet to modify base year inventories to the same protocol.,,943176,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",4315084,4565580,,Stayed the same,"This is our first year conducting a GHG inventory with the GPC protocol.  Using the same method as previous years, our emissions stayed about the same due to and Emissions Factor in electricity that stayed roughly the same.",682545,2015,193972000000,USD     US Dollar,2015,BEA Denver Metro Area,10.1,1609,401,"(39.737567, -104.9847179)","(37.09024, -95.712891)"
62180,Communauté urbaine du Grand Nancy,Nancy,France,Europe,,Public,2017,2016-01-01 - 2016-12-31,A metropolitan area,Other,http://www.citepa.org/fr/activites/inventaires-des-emissions/secten,CO2; PFCs; CH4; SF6; N2O; HFCs,2150000,Total Scope 1 and Scope 2,,,,,,265000,2014,,EUR     Euro,2015,,10.5,212,142.3,"(48.692054, 6.184417)","(46.227638, 2.213749)"
63999,"City of Miami Beach, FL","Miami Beach, FL",USA,North America,,Public,2017,2013-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",The inventory was compiled using the ICLEI ClearPath software using the IPCC 4th Assessment to calculate the Global Warming Potential of the greenhouse gases.,,1207364,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",292567,825822,,This is our first year of calculation,,91732,2014,8475831683,USD     US Dollar,2014,"Department of Tourism, Culture, and Economic Development",23.9,,18.1,"_
(25.790654, -80.130045)","(37.09024, -95.712891)"
50383,Prefeitura de Sorocaba,Sorocaba,Brazil,Latin America,,Public,2017,2012-01-01 - 2012-12-31,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"This inventory were considered for calculating the following greenhouse gases ( GHG ) : Carbon Dioxide ( CO2 ), methane ( CH4 ) , nitrous oxide ( N2O ) , Hydrochlorofluorocarbons ( HFC "" s ) , Perclorofluorcarbonos ( PFC "" s ) and hexafluoride Sulfur ( SF6 ) . , 2000 IPCC Good Practice Guidance and Management in Natural Uncertanty Greenhouse Gas Inventories ; 2006 IPCC Guidelines for National , Greenhouse Gas Inventories ISO 14064-1/2006 : To estimate GHG emissions in Sorocaba , the following references were used : Greenhouse Gases , ISO 14064-2/2007 : Greenhouse Gases , Global Protocol for Community - Scale Greenhouse Gas Emissions ( GPC ) 2012. Potential GHG Global Warming was used , according to the Second Assessment Report of the IPCC (1995 ) . The sectors analyzed were : agriculture, forestry and land use ( rice planting in irrigated systems , liming the soil , herd management and animal manure management , agricultural soil management , agricultural waste burning and land use change ) , energy ( mobile combustion , stationary combustion and electricity consumption ) ; industry , and waste ( landfill and sewage treatment ) . Databases respected in the country , as the IBGE and SEADE were used , in addition to consulting the ANP ( National Petroleum Agency ) , municipal government information , agencies and agriculture companies .",CO2; PFCs; CH4; SF6; N2O; HFCs,1113971,Total Scope 1 and Scope 2,980290.8,133680.5,,Other: not rated yet,"There is only an elaborate inventory, so we can not compare emissions",652481,2016,32600000000,BRL     Brazilian Real,2014,IBGE,20.8,601,450,"(-23.4774899, -47.4220615)","(-14.235004, -51.92528)"
